,cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividades,cnae_fiscal,cnae_fiscal_secundaria,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,correio_eletronico,situacao_especial,data_situacao_especial,cnpj,cnpj_basico,razao_social,natureza_juridica,qualificacao_responsavel,porte_empresa,ente_federativo_responsavel,capital_social
264,49482914,0001,25,1,,02,20230206,00,,105,20230206,7739099,3511501,SITIO,ESTRADA DE SERRA BRANCA A FAZENDA OLHO D AGUA,SN,,ZONA RURAL,58590000,PB,2181,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49482914000125,49482914,SAO JOAO DO CARIRI PB 1333 GERACAO DE ENERGIA 622 LTDA,2062,05,05,,1000.0
265,49482944,0001,31,1,,02,20230206,00,,105,20230206,7739099,3511501,SITIO,ESTRADA DE SERRA BRANCA A FAZENDA OLHO D AGUA,SN,,ZONA RURAL,58590000,PB,2181,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49482944000131,49482944,SAO JOAO DO CARIRI PB 1333 GERACAO DE ENERGIA 822 LTDA,2062,05,05,,1000.0
266,49486493,0001,00,1,,08,20230630,02,,105,20230206,7739099,3511501,ESTANCIA,PRIMAVERA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49486493000100,49486493,LAGOA DA CONFUSAO TO 1578 GERACAO DE ENERGIA 622 LTDA,2062,05,05,,1000.0
267,49487593,0001,51,1,,08,20230630,02,,105,20230206,7739099,3511501,ESTANCIA,PRIMAVERA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49487593000151,49487593,LAGOA DA CONFUSAO TO 1578 GERACAO DE ENERGIA 322 LTDA,2062,05,05,,1000.0
268,49487917,0001,51,1,,08,20230630,02,,105,20230206,7739099,3511501,ESTANCIA,PRIMAVERA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49487917000151,49487917,LAGOA DA CONFUSAO TO 1578 GERACAO DE ENERGIA 722 LTDA,2062,05,05,,1000.0
269,49488655,0001,40,1,,08,20230630,02,,105,20230206,7739099,3511501,ESTANCIA,PRIMAVERA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49488655000140,49488655,LAGOA DA CONFUSAO TO 1578 GERACAO DE ENERGIA 822 LTDA,2062,05,05,,1000.0
270,49488883,0001,10,1,,08,20230630,02,,105,20230206,7739099,3511501,ESTANCIA,PRIMAVERA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49488883000110,49488883,LAGOA DA CONFUSAO TO 1578 GERACAO DE ENERGIA 922 LTDA,2062,05,05,,1000.0
271,49489902,0001,22,1,,02,20230206,00,,105,20230206,7739099,3511501,LOTEAMENTO,"MEARIM, LT 54-A E PART REMANESC LT 54 DESMEMB LT 54",SN,,ZONA RURAL,77660000,TO,9463,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49489902000122,49489902,MIRANORTE TO 1330 GERACAO DE ENERGIA 022 LTDA,2062,05,05,,1000.0
272,49490696,0001,70,1,,02,20230206,00,,105,20230206,7739099,3511501,LOTEAMENTO,"MEARIM, LT 54-A E PART REMANESC LT 54 DESMEMB LT 54",SN,,ZONA RURAL,77660000,TO,9463,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49490696000170,49490696,MIRANORTE TO 1330 GERACAO DE ENERGIA 222 LTDA,2062,05,05,,1000.0
273,49491132,0001,52,1,BARBARA FERNANDA MAGALHAES DE SOUZA CONTI - SCP 0890,02,20220418,00,,,20220418,8630502,"8610102,8640202,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491132000152,49491132,4ID MEDICOS ASSOCIADOS LTDA - SCP 0890,2127,05,05,,5000.0
274,49491648,0001,05,1,CAIO LUIZ ROMAO OLIVEIRA - SCP 0705,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491648000105,49491648,4ID MEDICOS ASSOCIADOS LTDA - SCP 0705,2127,05,05,,5000.0
275,49490746,0001,10,1,,02,20230206,00,,105,20230206,7739099,3511501,LOTEAMENTO,"MEARIM, LT 54-A E PART REMANESC LT 54 DESMEMB LT 54",SN,,ZONA RURAL,77660000,TO,9463,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49490746000110,49490746,MIRANORTE TO 1330 GERACAO DE ENERGIA 522 LTDA,2062,05,05,,1000.0
276,49491675,0001,70,1,DEBORAH DE OLIVEIRA FREIRE - SCP 0700,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491675000170,49491675,4ID MEDICOS ASSOCIADOS LTDA - SCP 0700,2127,05,05,,5000.0
277,49491769,0001,49,1,JOSE ALVES DE OLIVEIRA JUNIOR - SCP 0611,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491769000149,49491769,4ID MEDICOS ASSOCIADOS LTDA - SCP 0611,2127,05,05,,5000.0
278,49491788,0001,75,1,ANTONIO JOSE CORDEIRO PINTO - SCP 0713,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640204,8640202,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491788000175,49491788,4ID MEDICOS ASSOCIADOS LTDA - SCP 0713,2127,05,05,,5000.0
279,49491873,0001,33,1,ALLAN MEIRELLES CALDAS - SCP 0716,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491873000133,49491873,4ID MEDICOS ASSOCIADOS LTDA - SCP 0716,2127,05,05,,5000.0
280,49491895,0001,01,1,MAYARA BASTOS SOUZA - SCP 0717,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491895000101,49491895,4ID MEDICOS ASSOCIADOS LTDA - SCP 0717,2127,05,05,,5000.0
281,49491937,0001,04,1,MARCELO DUARTE BRITO PELEGRINE - SCP 0670,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491937000104,49491937,4ID MEDICOS ASSOCIADOS LTDA - SCP 0670,2127,05,05,,5000.0
282,49491958,0001,11,1,MARCILIO JOSE ALVES FILHO - SCP 0671,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49491958000111,49491958,4ID MEDICOS ASSOCIADOS LTDA - SCP 0671,2127,05,05,,5000.0
283,49492063,0001,00,1,JOAO DA SILVA NETO - SCP 0588,02,20220604,00,,,20220604,8630502,"8610102,8640202,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49492063000100,49492063,4ID MEDICOS ASSOCIADOS LTDA - SCP 0588,2127,05,05,,5000.0
284,49492046,0001,64,1,RAFAEL STEIN - SCP 0672,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49492046000164,49492046,4ID MEDICOS ASSOCIADOS LTDA - SCP 0672,2127,05,05,,5000.0
285,49495392,0001,04,1,,02,20230207,00,,105,20230207,7739099,3511501,RODOVIA,TO 255 KM 1 MARG. ESQUERDA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49495392000104,49495392,LAGOA DA CONFUSAO TO 1437 GERACAO DE ENERGIA 622 LTDA,2062,05,05,,1000.0
286,49495999,0001,86,1,,02,20230207,00,,105,20230207,7739099,3511501,RODOVIA,TO 255 KM 1 MARG. ESQUERDA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49495999000186,49495999,LAGOA DA CONFUSAO TO 1437 GERACAO DE ENERGIA 722 LTDA,2062,05,05,,1000.0
287,49496843,0001,10,1,LOUISE PEREIRA BARROS - SCP 0715,02,20211201,00,,,20211201,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49496843000110,49496843,4ID MEDICOS ASSOCIADOS LTDA - SCP 0715,2127,05,05,,5000.0
288,49495844,0001,40,1,,02,20230207,00,,105,20230207,7739099,3511501,RODOVIA,TO 255 KM 1 MARG. ESQUERDA,SN,,ZONA RURAL,77493000,TO,0367,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,49495844000140,49495844,LAGOA DA CONFUSAO TO 1437 GERACAO DE ENERGIA 822 LTDA,2062,05,05,,1000.0
289,49507448,0001,95,1,NATHANY RAFAELLE TREVISOL - SCP 4086,02,20220401,00,,,20220401,8630502,"7739002,8610101,8640202,8640204,8640206,8640205,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49507448000195,49507448,4ID MEDICOS ASSOCIADOS LTDA - SCP 4086,2127,05,05,,5000.0
290,49507498,0001,72,1,CAIO HENRIQUE DIAS PEREIRA - SCP 0582,02,20220604,00,,,20220604,8630502,"8610102,8640202,8640204,8640206,8640208,8640209,8640299,8660700,8640212",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,49507498000172,49507498,4ID MEDICOS ASSOCIADOS LTDA - SCP 0582,2127,05,05,,5000.0
291,50513831,0001,35,1,,02,20230502,00,,,20230502,7739099,3511501,RODOVIA,ESTADUAL SP 355 NOVA ALIANCA/ NOVA ITAPIREMA KM 7 ENT ESQ,SN,,ZONA RURAL,15210000,SP,6757,19,35177400,,,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50513831000135,50513831,NOVA ALIANCA SP 1821 GERACAO DE ENERGIA 722 LTDA,2062,05,05,,1000.0
292,50528036,0001,10,1,,02,20230502,00,,105,20230502,7739099,3511501,LOTEAMENTO,PATO ASSADO,SN,,ZONA RURAL,77470000,TO,9365,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50528036000110,50528036,FORMOSO DO ARAGUAIA TO 1716 GERACAO DE ENERGIA 922 LTDA,2062,05,05,,1000.0
293,50532411,0001,04,1,,08,20231017,02,,105,20230503,7739099,3511501,ESTRADA,BARRINHA A 7 KM SENTIDO MIMOSO,SN,SETOR A,ZONA RURAL,79180000,MS,9141,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50532411000104,50532411,RIBAS DO RIO PARDO MS 1732 GERACAO DE ENERGIA 158 LTDA,2062,05,05,,1000.0
294,50532642,0001,00,1,,02,20230503,00,,105,20230503,7739099,3511501,RODOVIA,BR 262 ENTRADA ENTRE KM 381 E 382,S/N,SETOR B,ZONA RURAL,79190000,MS,9159,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50532642000100,50532642,TERENOS MS 1803 GERACAO DE ENERGIA 622 LTDA,2062,05,05,,1000.0
295,50532816,0001,34,1,,08,20231017,02,,105,20230503,7739099,3511501,ESTRADA,BARRINHA A 7 KM SENTIDO MIMOSO,SN,SETOR B,ZONA RURAL,79180000,MS,9141,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50532816000134,50532816,RIBAS DO RIO PARDO MS 1732 GERACAO DE ENERGIA 225 LTDA,2062,05,05,,1000.0
296,50533316,0001,17,1,,02,20230503,00,,105,20230503,7739099,3511501,RODOVIA,BR 262 ENTRADA ENTRE KM 381 E 382,S/N,SETOR A,ZONA RURAL,79190000,MS,9159,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50533316000117,50533316,TERENOS MS 1803 GERACAO DE ENERGIA 322 LTDA,2062,05,05,,1000.0
297,50533524,0001,16,1,,02,20230503,00,,105,20230503,7739099,3511501,RODOVIA,BR 262 ENTRADA ENTRE KM 381 E 382,S/N,SETOR C,ZONA RURAL,79190000,MS,9159,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50533524000116,50533524,TERENOS MS 1803 GERACAO DE ENERGIA 922 LTDA,2062,05,05,,1000.0
298,50536144,0001,35,1,,02,20230503,00,,,20230503,7739099,3511501,RODOVIA,ESTADUAL SP 355 NOVA ALIANCA/ NOVA ITAPIREMA KM 7 ENT ESQ,SN,,ZONA RURAL,15210000,SP,6757,19,35177400,,,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50536144000135,50536144,NOVA ALIANCA SP 1821 GERACAO DE ENERGIA 822 LTDA,2062,05,05,,1000.0
299,50538504,0001,38,1,BARBARA MACHADO PEREIRA - SCP 1047,02,20220509,00,,,20220509,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50538504000138,50538504,4ID MEDICOS ASSOCIADOS LTDA - SCP 1047,2127,05,05,,5000.0
300,50548956,0001,09,1,,08,20231017,02,,105,20230504,7739099,3511501,ESTRADA,BARRINHA A 7 KM SENTIDO MIMOSO,SN,SETOR C,ZONA RURAL,79180000,MS,9141,19,35177400,0000,00000000,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50548956000109,50548956,RIBAS DO RIO PARDO MS 1732 GERACAO DE ENERGIA 318 LTDA,2062,05,05,,1000.0
301,50549801,0001,89,1,,02,20230504,00,,,20230504,7739099,3511501,ESTRADA,DA AGUA DA BARRABONITA KM 2,SN,,AREA RURAL DE IBIRAREMA,19949899,SP,6491,19,35177400,,,,,CADASTROS@ORIGOENERGIA.COM.BR,,,50549801000189,50549801,IBIRAREMA SP 2255 GERACAO DE ENERGIA 022 LTDA,2062,05,05,,1000.0
302,50548484,0001,86,1,EMANUEL DA LUZ E SILVA - SCP 0703,02,20221116,00,,,20221116,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50548484000186,50548484,RM SCAN SERVICOS MEDICOS LTDA - SCP 0703,2127,05,05,,5000.0
303,50559902,0001,30,1,ANA CAROLINA BAPTISTA SALMISTRARO - SCP 1096,02,20220204,00,,,20220204,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50559902000130,50559902,4ID MEDICOS ASSOCIADOS LTDA - SCP 1096,2127,05,05,,5000.0
304,50559990,0001,70,1,SARAH MOREIRA MACEDO - SCP 1101,02,20220101,00,,,20220101,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50559990000170,50559990,4ID MEDICOS ASSOCIADOS LTDA - SCP 1101,2127,05,05,,5000.0
305,50568992,0001,26,1,PAULO ARAUJO - SCP 1062,02,20221017,00,,,20221017,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50568992000126,50568992,4ID MEDICOS ASSOCIADOS LTDA - SCP 1062,2127,05,05,,5000.0
306,50569034,0001,70,1,LUCIENE MATIAS DA SILVA - SCP 1065,02,20220701,00,,,20220701,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50569034000170,50569034,4ID MEDICOS ASSOCIADOS LTDA - SCP 1065,2127,05,05,,5000.0
307,50610825,0001,04,1,LARISSA MONTEIRO DE MEDEIROS - SCP 0714,02,20221117,00,,,20221117,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50610825000104,50610825,RM SCAN SERVICOS MEDICOS LTDA - SCP 0714,2127,05,05,,5000.0
308,50610973,0001,10,1,MARIANA SIQUEIRA BASTOS ALVES - SCP 0672,02,20220802,00,,,20220802,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50610973000110,50610973,RM SCAN SERVICOS MEDICOS LTDA - SCP 0672,2127,05,05,,5000.0
309,50611027,0001,99,1,JANE LEMOS DE SOUZA BATISTA - SCP 0674,02,20221104,00,,,20221104,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50611027000199,50611027,RM SCAN SERVICOS MEDICOS LTDA - SCP 0674,2127,05,05,,5000.0
310,50611036,0001,80,1,THIAGO NASCIMENTO JUSTUS - SCP 0685,02,20230105,00,,,20230105,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50611036000180,50611036,RM SCAN SERVICOS MEDICOS LTDA - SCP 0685,2127,05,05,,5000.0
311,50611058,0001,40,1,SAMARA RODRIGUES PEREIRA DE PAULA - SCP 0686,02,20221217,00,,,20221217,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50611058000140,50611058,RM SCAN SERVICOS MEDICOS LTDA - SCP 0686,2127,05,05,,5000.0
312,50611063,0001,52,1,PIERRY GONCALVES - SCP 0721,02,20230407,00,,,20230407,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50611063000152,50611063,RM SCAN SERVICOS MEDICOS LTDA - SCP 0721,2127,05,05,,5000.0
313,50611019,0001,42,1,JOYCE KELLE JULIANO MAQUEIRO - SCP 0718,02,20221207,00,,,20221207,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTRATOS.SOCIETARIO@GMAIL.COM,,,50611019000142,50611019,RM SCAN SERVICOS MEDICOS LTDA - SCP 0718,2127,05,05,,5000.0
314,51481958,0001,82,1,CLAUDIO MARCIO AMARAL DE OLIVEIRA LIMA - SCP 0727,02,20230502,00,,,20230502,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51481958000182,51481958,RM SCAN SERVICOS MEDICOS LTDA - SCP 0727,2127,05,05,,5000.0
315,51482587,0001,53,1,MARCIA HADDAD - SCP 0736,02,20230328,00,,,20230328,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51482587000153,51482587,RM SCAN SERVICOS MEDICOS LTDA - SCP 0736,2127,05,05,,5000.0
316,51482705,0001,23,1,ANA CAROLINA DE ALMEIDA BARROS - SCP 0774,02,20211104,00,,,20211104,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51482705000123,51482705,RM SCAN SERVICOS MEDICOS LTDA - SCP 0774,2127,05,05,,5000.0
317,51482782,0001,83,1,RAFAEL OLIVEIRA SANTOS - SCP 0745,02,20230504,00,,,20230504,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51482782000183,51482782,RM SCAN SERVICOS MEDICOS LTDA - SCP 0745,2127,05,05,,5000.0
318,51482853,0001,48,1,RODRIGO NEPOMUCENO SILVA - SCP 0773,02,20211105,00,,,20211105,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51482853000148,51482853,RM SCAN SERVICOS MEDICOS LTDA - SCP 0773,2127,05,05,,5000.0
319,51482938,0001,26,1,RODRIGO SIQUEIRA FLORENCIO DE SOUSA - SCP 0775,02,20230309,00,,,20230309,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSACN@GMAIL.COM,,,51482938000126,51482938,RM SCAN SERVICOS MEDICOS LTDA - SCP 0775,2127,05,05,,5000.0
320,51483068,0001,00,1,RAFAEL DA CONCEICAO - SCP 0780,02,20230607,00,,,20230607,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51483068000100,51483068,RM SCAN SERVICOS MEDICOS LTDA - SCP 0780,2127,05,05,,5000.0
321,51483180,0001,40,1,RAIANE DE OLIVEIRA GONCALVES LARANJA - SCP 0779,02,20230405,00,,,20230405,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSAC@GMAIL.COM,,,51483180000140,51483180,RM SCAN SERVICOS MEDICOS LTDA - 0779,2127,05,05,,5000.0
322,51483299,0001,13,1,THIAGO SILVA DE ARAUJO - 0777,02,20230525,00,,,20230525,8630502,"8610102,8640204,8640206,8640208,8640209,8640212,8640299,8660700",RUA,NOBREGA,127,SALA  403,ICARAI,24220320,RJ,5865,21,34008164,,,,,CONTROLERMSCAN@GMAIL.COM,,,51483299000113,51483299,RM SCAN SERVICOS MEDICOS LTDA - 0777,2127,05,05,,5000.0
323,51485214,0001,36,1,FELIPE LEAL DARZE - SCP 1078,02,20230213,00,,,20230213,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTROLE4ID@GMAIL.COM,,,51485214000136,51485214,4ID MEDICOS ASSOCIADOS LTDA - SCP 1078,2127,05,05,,5000.0
324,51485272,0001,60,1,ARTUR UCHOA ALVES DOS SANTOS - SCP 1185,02,20230507,00,,,20230507,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTROLE4ID@GMAIL.COM,,,51485272000160,51485272,4ID MEDICOS ASSOCIADOS LTDA - SCP 1185,2127,05,05,,5000.0
325,51485300,0001,49,1,CASSIA RAFAELA LEAO DE BRITO - SCP 1187,02,20230504,00,,,20230504,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTROLE4ID@GMAIL.COM,,,51485300000149,51485300,4ID MEDICOS ASSOCIADOS LTDA - SCP 1187,2127,05,05,,5000.0
326,51485335,0001,88,1,MONICA DE SANTANA DAMAZIO - SCP 1188,02,20230118,00,,,20230118,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTROLE4ID@GMAIL.COM,,,51485335000188,51485335,4ID MEDICOS ASSOCIADOS LTDA - SCP 1188,2127,05,05,,5000.0
327,51486115,0001,79,1,VERONICA MOURA DA COSTA - SCP 1190,02,20230121,00,,,20230121,8630502,"7739002,8610101,8640202,8640204,8640205,8640206,8640208,8640209,8640299,8660700",RUA,DAGMAR DA FONSECA,00192,,MADUREIRA,21351040,RJ,6001,21,34008164,,,,,CONTROLE4ID@GMAIL.COM,,,51486115000179,51486115,4ID MEDICOS ASSOCIADOS LTDA - SCP 1190,2127,05,05,,5000.0
